지역구분,년,작목군,작목,구분,값
전국,2020,시설채소,시설착색단고추(파프리카),고용노동시간(여),191.8
전국,2020,시설채소,시설착색단고추(파프리카),소득률,19.3
전국,2020,시설채소,시설착색단고추(파프리카),순수익,965633.0
전국,2020,시설채소,시설착색단고추(파프리카),순수익율,2.7
전국,2020,시설채소,시설착색단고추(파프리카),부가가치율,32.9
전국,2020,시설채소,시설착색단고추(파프리카),토지생산성,22645.0
전국,2020,시설채소,시설착색단고추(파프리카),노동생산성,11823.0
전국,2020,시설채소,시설착색단고추(파프리카),자본생산성,0.24
전국,2020,시설채소,시설착색단고추(파프리카),kg당 경영비,2286.0
전국,2020,시설채소,시설착색단고추(파프리카),kg당 생산비,2754.0
전국,2020,시설채소,시설참외,총수입,9650311.0
전국,2020,시설채소,시설참외,주산물가액,9648876.0
전국,2020,시설채소,시설참외,부산물가액,1436.0
전국,2020,시설채소,시설참외,주산물수량,3725.0
전국,2020,시설채소,시설참외,수취가격,2590.0
전국,2020,시설채소,시설참외,생산비,10339556.0
전국,2020,시설채소,시설참외,경영비,4989783.0
전국,2020,시설채소,시설참외,중간재비,3861225.0
전국,2020,시설채소,시설참외,보통(무기질)비료비,273752.0
전국,2020,시설채소,시설참외,부산물(유기질)비료비,346433.0
전국,2020,시설채소,시설참외,농약비,259111.0
전국,2020,시설채소,시설참외,수도광열비,148292.0
전국,2020,시설채소,시설참외,기타재료비,1373815.0
전국,2020,시설채소,시설참외,소농구비,11963.0
전국,2020,시설채소,시설참외,대농구상각비,321803.0
전국,2020,시설채소,시설참외,영농시설상각비,688781.0
전국,2020,시설채소,시설참외,수리·유지비,57323.0
전국,2020,시설채소,시설참외,기타비용,49077.0
전국,2020,시설채소,시설참외,농기계·시설임차료,37744.0
전국,2020,시설채소,시설참외,토지임차료,281096.0
전국,2020,시설채소,시설참외,위탁영농비,123557.0
전국,2020,시설채소,시설참외,고용노동비,686161.0
전국,2020,시설채소,시설참외,자가노동비,4877796.0
전국,2020,시설채소,시설참외,유동자본용역비,79852.0
전국,2020,시설채소,시설참외,고정자본용역비,116681.0
전국,2020,시설채소,시설참외,토지자본용역비,275444.0
전국,2020,시설채소,시설참외,부가가치,5789086.0
전국,2020,시설채소,시설참외,소득,4660528.0
전국,2020,시설채소,시설참외,종자·종묘비,330875.0
전국,2020,시설채소,시설참외,총노동시간,303.0
전국,2020,시설채소,시설참외,자가노동시간,249.5
전국,2020,시설채소,시설참외,자가노동시간(남),150.1
전국,2020,시설채소,시설참외,자가노동시간(여),99.4
전국,2020,시설채소,시설참외,고용노동시간,53.5
전국,2020,시설채소,시설참외,고용노동시간(남),14.1
전국,2020,시설채소,시설참외,고용노동시간(여),39.4
전국,2020,시설채소,시설참외,소득률,48.3
전국,2020,시설채소,시설참외,순수익,-689245.0
전국,2020,시설채소,시설참외,순수익율,-7.1
전국,2020,시설채소,시설참외,부가가치율,60.0
전국,2020,시설채소,시설참외,토지생산성,15535.0
전국,2020,시설채소,시설참외,노동생산성,15381.0
전국,2020,시설채소,시설참외,자본생산성,0.93
전국,2020,시설채소,시설참외,kg당 경영비,1340.0
전국,2020,시설채소,시설참외,kg당 생산비,2776.0
전국,2020,시설채소,시설토마토(반촉성),총수입,18469253.0
전국,2020,시설채소,시설토마토(반촉성),주산물가액,18361860.0
전국,2020,시설채소,시설토마토(반촉성),부산물가액,107393.0
전국,2020,시설채소,시설토마토(반촉성),주산물수량,7769.0
전국,2020,시설채소,시설토마토(반촉성),수취가격,2364.0
전국,2020,시설채소,시설토마토(반촉성),생산비,16380757.0
전국,2020,시설채소,시설토마토(반촉성),경영비,9468572.0
전국,2020,시설채소,시설토마토(반촉성),중간재비,7994921.0
전국,2020,시설채소,시설토마토(반촉성),보통(무기질)비료비,602513.0
전국,2020,시설채소,시설토마토(반촉성),부산물(유기질)비료비,246899.0
전국,2020,시설채소,시설토마토(반촉성),농약비,264511.0
전국,2020,시설채소,시설토마토(반촉성),수도광열비,1579825.0
전국,2020,시설채소,시설토마토(반촉성),기타재료비,1633087.0
전국,2020,시설채소,시설토마토(반촉성),소농구비,20273.0
전국,2020,시설채소,시설토마토(반촉성),대농구상각비,650741.0
전국,2020,시설채소,시설토마토(반촉성),영농시설상각비,1706830.0
전국,2020,시설채소,시설토마토(반촉성),수리·유지비,104277.0
전국,2020,시설채소,시설토마토(반촉성),기타비용,42835.0
전국,2020,시설채소,시설토마토(반촉성),농기계·시설임차료,9525.0
전국,2020,시설채소,시설토마토(반촉성),토지임차료,224248.0
전국,2020,시설채소,시설토마토(반촉성),위탁영농비,3370.0
전국,2020,시설채소,시설토마토(반촉성),고용노동비,1236508.0
전국,2020,시설채소,시설토마토(반촉성),자가노동비,5920930.0
전국,2020,시설채소,시설토마토(반촉성),유동자본용역비,120789.0
전국,2020,시설채소,시설토마토(반촉성),고정자본용역비,547666.0
전국,2020,시설채소,시설토마토(반촉성),토지자본용역비,322799.0
전국,2020,시설채소,시설토마토(반촉성),부가가치,10474332.0
전국,2020,시설채소,시설토마토(반촉성),소득,9000681.0
전국,2020,시설채소,시설토마토(반촉성),종자·종묘비,1143130.0
전국,2020,시설채소,시설토마토(반촉성),총노동시간,428.6
전국,2020,시설채소,시설토마토(반촉성),자가노동시간,302.9
전국,2020,시설채소,시설토마토(반촉성),자가노동시간(남),196.1
전국,2020,시설채소,시설토마토(반촉성),자가노동시간(여),106.8
전국,2020,시설채소,시설토마토(반촉성),고용노동시간,125.7
전국,2020,시설채소,시설토마토(반촉성),고용노동시간(남),65.6
전국,2020,시설채소,시설토마토(반촉성),고용노동시간(여),60.1
전국,2020,시설채소,시설토마토(반촉성),소득률,48.7
전국,2020,시설채소,시설토마토(반촉성),순수익,2088496.0
전국,2020,시설채소,시설토마토(반촉성),순수익율,11.3
전국,2020,시설채소,시설토마토(반촉성),부가가치율,56.7
전국,2020,시설채소,시설토마토(반촉성),토지생산성,30002.0
전국,2020,시설채소,시설토마토(반촉성),노동생산성,21000.0
전국,2020,시설채소,시설토마토(반촉성),자본생산성,0.95
전국,2020,시설채소,시설토마토(반촉성),kg당 경영비,1219.0
전국,2020,시설채소,시설토마토(반촉성),kg당 생산비,2108.0
전국,2020,시설채소,시설토마토(촉성),총수입,23325600.0
전국,2020,시설채소,시설토마토(촉성),주산물가액,23325600.0
전국,2020,시설채소,시설토마토(촉성),부산물가액,0.0
전국,2020,시설채소,시설토마토(촉성),주산물수량,11520.0
전국,2020,시설채소,시설토마토(촉성),수취가격,2025.0
전국,2020,시설채소,시설토마토(촉성),생산비,21853996.0
전국,2020,시설채소,시설토마토(촉성),경영비,13584110.0
전국,2020,시설채소,시설토마토(촉성),중간재비,11385763.0
전국,2020,시설채소,시설토마토(촉성),보통(무기질)비료비,721045.0
전국,2020,시설채소,시설토마토(촉성),부산물(유기질)비료비,258772.0
전국,2020,시설채소,시설토마토(촉성),농약비,257188.0
전국,2020,시설채소,시설토마토(촉성),수도광열비,2483801.0
전국,2020,시설채소,시설토마토(촉성),기타재료비,2762324.0
전국,2020,시설채소,시설토마토(촉성),소농구비,10758.0
전국,2020,시설채소,시설토마토(촉성),대농구상각비,543368.0
전국,2020,시설채소,시설토마토(촉성),영농시설상각비,3009241.0
전국,2020,시설채소,시설토마토(촉성),수리·유지비,145864.0
전국,2020,시설채소,시설토마토(촉성),기타비용,87652.0
전국,2020,시설채소,시설토마토(촉성),농기계·시설임차료,3722.0
전국,2020,시설채소,시설토마토(촉성),토지임차료,480478.0
전국,2020,시설채소,시설토마토(촉성),위탁영농비,5018.0
전국,2020,시설채소,시설토마토(촉성),고용노동비,1709129.0
전국,2020,시설채소,시설토마토(촉성),자가노동비,7197048.0
전국,2020,시설채소,시설토마토(촉성),유동자본용역비,196739.0
전국,2020,시설채소,시설토마토(촉성),고정자본용역비,575017.0
전국,2020,시설채소,시설토마토(촉성),토지자본용역비,301083.0
전국,2020,시설채소,시설토마토(촉성),부가가치,11939837.0
전국,2020,시설채소,시설토마토(촉성),소득,9741490.0
전국,2020,시설채소,시설토마토(촉성),종자·종묘비,1105750.0
전국,2020,시설채소,시설토마토(촉성),총노동시간,543.9
전국,2020,시설채소,시설토마토(촉성),자가노동시간,368.2
전국,2020,시설채소,시설토마토(촉성),자가노동시간(남),238.6
전국,2020,시설채소,시설토마토(촉성),자가노동시간(여),129.6
전국,2020,시설채소,시설토마토(촉성),고용노동시간,175.7
전국,2020,시설채소,시설토마토(촉성),고용노동시간(남),52.7
전국,2020,시설채소,시설토마토(촉성),고용노동시간(여),122.9
전국,2020,시설채소,시설토마토(촉성),소득률,41.8
전국,2020,시설채소,시설토마토(촉성),순수익,1471604.0
전국,2020,시설채소,시설토마토(촉성),순수익율,6.3
전국,2020,시설채소,시설토마토(촉성),부가가치율,51.2
전국,2020,시설채소,시설토마토(촉성),토지생산성,32472.0
전국,2020,시설채소,시설토마토(촉성),노동생산성,17910.0
전국,2020,시설채소,시설토마토(촉성),자본생산성,0.72
전국,2020,시설채소,시설토마토(촉성),kg당 경영비,1179.0
전국,2020,시설채소,시설토마토(촉성),kg당 생산비,1897.0
전국,2020,시설채소,시설호박,총수입,13879611.0
전국,2020,시설채소,시설호박,주산물가액,13876072.0
전국,2020,시설채소,시설호박,부산물가액,3539.0
전국,2020,시설채소,시설호박,주산물수량,7979.0
전국,2020,시설채소,시설호박,수취가격,1739.0
전국,2020,시설채소,시설호박,생산비,12664491.0
전국,2020,시설채소,시설호박,경영비,7077524.0
전국,2020,시설채소,시설호박,중간재비,5529717.0
전국,2020,시설채소,시설호박,보통(무기질)비료비,296757.0
전국,2020,시설채소,시설호박,부산물(유기질)비료비,437167.0
전국,2020,시설채소,시설호박,농약비,214760.0
전국,2020,시설채소,시설호박,수도광열비,1099916.0
전국,2020,시설채소,시설호박,기타재료비,1721322.0
전국,2020,시설채소,시설호박,소농구비,9623.0
전국,2020,시설채소,시설호박,대농구상각비,365062.0
전국,2020,시설채소,시설호박,영농시설상각비,888291.0
전국,2020,시설채소,시설호박,수리·유지비,51977.0
전국,2020,시설채소,시설호박,기타비용,75420.0
전국,2020,시설채소,시설호박,농기계·시설임차료,21479.0
전국,2020,시설채소,시설호박,토지임차료,325545.0
전국,2020,시설채소,시설호박,위탁영농비,18929.0
전국,2020,시설채소,시설호박,고용노동비,1181854.0
전국,2020,시설채소,시설호박,자가노동비,5072184.0
전국,2020,시설채소,시설호박,유동자본용역비,100835.0
전국,2020,시설채소,시설호박,고정자본용역비,208878.0
전국,2020,시설채소,시설호박,토지자본용역비,205071.0
전국,2020,시설채소,시설호박,부가가치,8349893.0
전국,2020,시설채소,시설호박,소득,6802087.0
전국,2020,시설채소,시설호박,종자·종묘비,369422.0
전국,2020,시설채소,시설호박,총노동시간,382.2
전국,2020,시설채소,시설호박,자가노동시간,259.5
전국,2020,시설채소,시설호박,자가노동시간(남),155.5
전국,2020,시설채소,시설호박,자가노동시간(여),104.0
전국,2020,시설채소,시설호박,고용노동시간,122.7
전국,2020,시설채소,시설호박,고용노동시간(남),48.3
전국,2020,시설채소,시설호박,고용노동시간(여),74.4
전국,2020,시설채소,시설호박,소득률,49.0
전국,2020,시설채소,시설호박,순수익,1215120.0
전국,2020,시설채소,시설호박,순수익율,8.8
전국,2020,시설채소,시설호박,부가가치율,60.2
전국,2020,시설채소,시설호박,토지생산성,22674.0
전국,2020,시설채소,시설호박,노동생산성,17797.0
전국,2020,시설채소,시설호박,자본생산성,0.96
전국,2020,시설채소,시설호박,kg당 경영비,887.0
전국,2020,시설채소,시설호박,kg당 생산비,1587.0
전국,2020,일반작물,가을감자,총수입,2182753.0
전국,2020,일반작물,가을감자,주산물가액,2182753.0
전국,2020,일반작물,가을감자,부산물가액,0.0
전국,2020,일반작물,가을감자,주산물수량,1533.0
전국,2020,일반작물,가을감자,수취가격,1424.0
전국,2020,일반작물,가을감자,생산비,2017644.0
전국,2020,일반작물,가을감자,경영비,1316887.0
전국,2020,일반작물,가을감자,중간재비,976914.0
전국,2020,일반작물,가을감자,보통(무기질)비료비,103687.0
전국,2020,일반작물,가을감자,부산물(유기질)비료비,98692.0
전국,2020,일반작물,가을감자,농약비,73061.0
전국,2020,일반작물,가을감자,수도광열비,44585.0
전국,2020,일반작물,가을감자,기타재료비,104142.0
전국,2020,일반작물,가을감자,소농구비,2775.0
전국,2020,일반작물,가을감자,대농구상각비,150237.0
전국,2020,일반작물,가을감자,영농시설상각비,39431.0
전국,2020,일반작물,가을감자,수리·유지비,19959.0
전국,2020,일반작물,가을감자,기타비용,11566.0
전국,2020,일반작물,가을감자,농기계·시설임차료,2958.0
전국,2020,일반작물,가을감자,토지임차료,62994.0
전국,2020,일반작물,가을감자,위탁영농비,23360.0
전국,2020,일반작물,가을감자,고용노동비,250660.0
전국,2020,일반작물,가을감자,자가노동비,548543.0
전국,2020,일반작물,가을감자,유동자본용역비,12852.0
전국,2020,일반작물,가을감자,고정자본용역비,38656.0
전국,2020,일반작물,가을감자,토지자본용역비,100706.0
전국,2020,일반작물,가을감자,부가가치,1205839.0
전국,2020,일반작물,가을감자,소득,865867.0
전국,2020,일반작물,가을감자,종자·종묘비,328780.0
전국,2020,일반작물,가을감자,총노동시간,49.5
전국,2020,일반작물,가을감자,자가노동시간,28.1
전국,2020,일반작물,가을감자,자가노동시간(남),16.8
전국,2020,일반작물,가을감자,자가노동시간(여),11.2
전국,2020,일반작물,가을감자,고용노동시간,21.4
전국,2020,일반작물,가을감자,고용노동시간(남),6.5
전국,2020,일반작물,가을감자,고용노동시간(여),14.9
전국,2020,일반작물,가을감자,소득률,39.7
전국,2020,일반작물,가을감자,순수익,165109.0
전국,2020,일반작물,가을감자,순수익율,7.6
전국,2020,일반작물,가을감자,부가가치율,55.2
전국,2020,일반작물,가을감자,토지생산성,2886.0
전국,2020,일반작물,가을감자,노동생산성,17492.0
전국,2020,일반작물,가을감자,자본생산성,0.66
전국,2020,일반작물,가을감자,kg당 경영비,859.0
전국,2020,일반작물,가을감자,kg당 생산비,1316.0
전국,2020,일반작물,겉보리,총수입,342918.0
전국,2020,일반작물,겉보리,주산물가액,342918.0
전국,2020,일반작물,겉보리,부산물가액,0.0
전국,2020,일반작물,겉보리,주산물수량,463.0
전국,2020,일반작물,겉보리,수취가격,741.0
전국,2020,일반작물,겉보리,생산비,443927.0
전국,2020,일반작물,겉보리,경영비,266817.0
전국,2020,일반작물,겉보리,중간재비,208722.0
전국,2020,일반작물,겉보리,보통(무기질)비료비,28897.0
전국,2020,일반작물,겉보리,부산물(유기질)비료비,11687.0
전국,2020,일반작물,겉보리,농약비,9052.0
전국,2020,일반작물,겉보리,수도광열비,17862.0
전국,2020,일반작물,겉보리,기타재료비,5093.0
전국,2020,일반작물,겉보리,소농구비,669.0
전국,2020,일반작물,겉보리,대농구상각비,99234.0
전국,2020,일반작물,겉보리,영농시설상각비,4332.0
전국,2020,일반작물,겉보리,수리·유지비,5624.0
전국,2020,일반작물,겉보리,기타비용,49.0
전국,2020,일반작물,겉보리,농기계·시설임차료,1684.0
전국,2020,일반작물,겉보리,토지임차료,41445.0
전국,2020,일반작물,겉보리,위탁영농비,11477.0
전국,2020,일반작물,겉보리,고용노동비,3488.0
전국,2020,일반작물,겉보리,자가노동비,117307.0
전국,2020,일반작물,겉보리,유동자본용역비,3042.0
전국,2020,일반작물,겉보리,고정자본용역비,16112.0
전국,2020,일반작물,겉보리,토지자본용역비,40649.0
전국,2020,일반작물,겉보리,부가가치,134197.0
전국,2020,일반작물,겉보리,소득,76101.0
전국,2020,일반작물,겉보리,종자·종묘비,26223.0
전국,2020,일반작물,겉보리,총노동시간,6.2
전국,2020,일반작물,겉보리,자가노동시간,6.0
전국,2020,일반작물,겉보리,자가노동시간(남),5.5
전국,2020,일반작물,겉보리,자가노동시간(여),0.5
전국,2020,일반작물,겉보리,고용노동시간,0.2
전국,2020,일반작물,겉보리,고용노동시간(남),0.2
전국,2020,일반작물,겉보리,고용노동시간(여),0.0
전국,2020,일반작물,겉보리,소득률,22.2
전국,2020,일반작물,겉보리,순수익,-101009.0
전국,2020,일반작물,겉보리,순수익율,-29.5
전국,2020,일반작물,겉보리,부가가치율,39.1
전국,2020,일반작물,겉보리,토지생산성,254.0
전국,2020,일반작물,겉보리,노동생산성,12274.0
전국,2020,일반작물,겉보리,자본생산성,0.29
전국,2020,일반작물,겉보리,kg당 경영비,576.0
전국,2020,일반작물,겉보리,kg당 생산비,959.0
전국,2020,일반작물,고구마,총수입,3456606.0
전국,2020,일반작물,고구마,주산물가액,3415449.0
전국,2020,일반작물,고구마,부산물가액,41156.0
전국,2020,일반작물,고구마,주산물수량,1515.0
전국,2020,일반작물,고구마,수취가격,2254.0
전국,2020,일반작물,고구마,생산비,2662796.0
전국,2020,일반작물,고구마,경영비,1632174.0
전국,2020,일반작물,고구마,중간재비,903406.0
전국,2020,일반작물,고구마,보통(무기질)비료비,60566.0
전국,2020,일반작물,고구마,부산물(유기질)비료비,72413.0
전국,2020,일반작물,고구마,농약비,26389.0
전국,2020,일반작물,고구마,수도광열비,42042.0
전국,2020,일반작물,고구마,기타재료비,161101.0
전국,2020,일반작물,고구마,소농구비,4261.0
전국,2020,일반작물,고구마,대농구상각비,132465.0
전국,2020,일반작물,고구마,영농시설상각비,74898.0
전국,2020,일반작물,고구마,수리·유지비,18937.0
전국,2020,일반작물,고구마,기타비용,6143.0
전국,2020,일반작물,고구마,농기계·시설임차료,13025.0
전국,2020,일반작물,고구마,토지임차료,169769.0
전국,2020,일반작물,고구마,위탁영농비,41819.0
전국,2020,일반작물,고구마,고용노동비,504155.0
전국,2020,일반작물,고구마,자가노동비,850061.0
전국,2020,일반작물,고구마,유동자본용역비,21676.0
전국,2020,일반작물,고구마,고정자본용역비,54508.0
전국,2020,일반작물,고구마,토지자본용역비,104378.0
전국,2020,일반작물,고구마,부가가치,2553200.0
전국,2020,일반작물,고구마,소득,1824432.0
전국,2020,일반작물,고구마,종자·종묘비,304192.0
전국,2020,일반작물,고구마,총노동시간,86.4
전국,2020,일반작물,고구마,자가노동시간,43.5
전국,2020,일반작물,고구마,자가노동시간(남),26.1
전국,2020,일반작물,고구마,자가노동시간(여),17.4
전국,2020,일반작물,고구마,고용노동시간,42.9
전국,2020,일반작물,고구마,고용노동시간(남),9.9
전국,2020,일반작물,고구마,고용노동시간(여),32.9
전국,2020,일반작물,고구마,소득률,52.8
전국,2020,일반작물,고구마,순수익,793810.0
전국,2020,일반작물,고구마,순수익율,23.0
전국,2020,일반작물,고구마,부가가치율,73.9
전국,2020,일반작물,고구마,토지생산성,6081.0
전국,2020,일반작물,고구마,노동생산성,21116.0
전국,2020,일반작물,고구마,자본생산성,1.12
전국,2020,일반작물,고구마,kg당 경영비,1077.0
전국,2020,일반작물,고구마,kg당 생산비,1758.0
전국,2020,일반작물,노지풋옥수수,총수입,1594683.0
전국,2020,일반작물,노지풋옥수수,주산물가액,1588164.0
전국,2020,일반작물,노지풋옥수수,부산물가액,6520.0
전국,2020,일반작물,노지풋옥수수,주산물수량,2899.0
전국,2020,일반작물,노지풋옥수수,수취가격,548.0
전국,2020,일반작물,노지풋옥수수,생산비,1840174.0
전국,2020,일반작물,노지풋옥수수,경영비,731258.0
전국,2020,일반작물,노지풋옥수수,중간재비,563067.0
전국,2020,일반작물,노지풋옥수수,보통(무기질)비료비,49240.0
전국,2020,일반작물,노지풋옥수수,부산물(유기질)비료비,118815.0
전국,2020,일반작물,노지풋옥수수,농약비,22983.0
전국,2020,일반작물,노지풋옥수수,수도광열비,36263.0
전국,2020,일반작물,노지풋옥수수,기타재료비,99109.0
전국,2020,일반작물,노지풋옥수수,소농구비,2473.0
전국,2020,일반작물,노지풋옥수수,대농구상각비,125218.0
전국,2020,일반작물,노지풋옥수수,영농시설상각비,48333.0
전국,2020,일반작물,노지풋옥수수,수리·유지비,12118.0
전국,2020,일반작물,노지풋옥수수,기타비용,7410.0
전국,2020,일반작물,노지풋옥수수,농기계·시설임차료,3902.0
전국,2020,일반작물,노지풋옥수수,토지임차료,58523.0
전국,2020,일반작물,노지풋옥수수,위탁영농비,7779.0
전국,2020,일반작물,노지풋옥수수,고용노동비,97987.0
전국,2020,일반작물,노지풋옥수수,자가노동비,990476.0
전국,2020,일반작물,노지풋옥수수,유동자본용역비,6355.0
전국,2020,일반작물,노지풋옥수수,고정자본용역비,27825.0
전국,2020,일반작물,노지풋옥수수,토지자본용역비,84260.0
전국,2020,일반작물,노지풋옥수수,부가가치,1031616.0
전국,2020,일반작물,노지풋옥수수,소득,863425.0
전국,2020,일반작물,노지풋옥수수,종자·종묘비,41105.0
전국,2020,일반작물,노지풋옥수수,총노동시간,59.6
전국,2020,일반작물,노지풋옥수수,자가노동시간,50.7
전국,2020,일반작물,노지풋옥수수,자가노동시간(남),30.7
전국,2020,일반작물,노지풋옥수수,자가노동시간(여),20.0
전국,2020,일반작물,노지풋옥수수,고용노동시간,8.9
전국,2020,일반작물,노지풋옥수수,고용노동시간(남),3.7
전국,2020,일반작물,노지풋옥수수,고용노동시간(여),5.2
전국,2020,일반작물,노지풋옥수수,소득률,54.1
전국,2020,일반작물,노지풋옥수수,순수익,-245491.0
전국,2020,일반작물,노지풋옥수수,순수익율,-15.4
전국,2020,일반작물,노지풋옥수수,부가가치율,64.7
전국,2020,일반작물,노지풋옥수수,토지생산성,2878.0
전국,2020,일반작물,노지풋옥수수,노동생산성,14487.0
전국,2020,일반작물,노지풋옥수수,자본생산성,1.18
전국,2020,일반작물,노지풋옥수수,kg당 경영비,252.0
전국,2020,일반작물,노지풋옥수수,kg당 생산비,635.0
전국,2020,일반작물,들깨,총수입,945943.0
전국,2020,일반작물,들깨,주산물가액,945196.0
전국,2020,일반작물,들깨,부산물가액,748.0
전국,2020,일반작물,들깨,주산물수량,81.0
전국,2020,일반작물,들깨,수취가격,11613.0
전국,2020,일반작물,들깨,생산비,1317746.0
전국,2020,일반작물,들깨,경영비,397057.0
전국,2020,일반작물,들깨,중간재비,262557.0
전국,2020,일반작물,들깨,보통(무기질)비료비,17980.0
전국,2020,일반작물,들깨,부산물(유기질)비료비,29275.0
전국,2020,일반작물,들깨,농약비,19903.0
전국,2020,일반작물,들깨,수도광열비,16009.0
전국,2020,일반작물,들깨,기타재료비,20284.0
전국,2020,일반작물,들깨,소농구비,3972.0
전국,2020,일반작물,들깨,대농구상각비,93859.0
전국,2020,일반작물,들깨,영농시설상각비,23508.0
전국,2020,일반작물,들깨,수리·유지비,938.0
전국,2020,일반작물,들깨,기타비용,4339.0
전국,2020,일반작물,들깨,농기계·시설임차료,9416.0
전국,2020,일반작물,들깨,토지임차료,50550.0
전국,2020,일반작물,들깨,위탁영농비,4451.0
전국,2020,일반작물,들깨,고용노동비,70083.0
전국,2020,일반작물,들깨,자가노동비,795533.0
전국,2020,일반작물,들깨,유동자본용역비,3101.0
전국,2020,일반작물,들깨,고정자본용역비,23870.0
전국,2020,일반작물,들깨,토지자본용역비,98185.0
전국,2020,일반작물,들깨,부가가치,683386.0
전국,2020,일반작물,들깨,소득,548886.0
전국,2020,일반작물,들깨,종자·종묘비,32490.0
전국,2020,일반작물,들깨,총노동시간,46.4
전국,2020,일반작물,들깨,자가노동시간,40.7
전국,2020,일반작물,들깨,자가노동시간(남),25.7
전국,2020,일반작물,들깨,자가노동시간(여),15.0
전국,2020,일반작물,들깨,고용노동시간,5.7
전국,2020,일반작물,들깨,고용노동시간(남),2.6
전국,2020,일반작물,들깨,고용노동시간(여),3.0
전국,2020,일반작물,들깨,소득률,58.0
전국,2020,일반작물,들깨,순수익,-371803.0
전국,2020,일반작물,들깨,순수익율,-39.3
전국,2020,일반작물,들깨,부가가치율,72.2
전국,2020,일반작물,들깨,토지생산성,1830.0
전국,2020,일반작물,들깨,노동생산성,11829.0
전국,2020,일반작물,들깨,자본생산성,1.38
전국,2020,일반작물,들깨,kg당 경영비,4902.0
전국,2020,일반작물,들깨,kg당 생산비,16268.0
전국,2020,일반작물,밀,총수입,291715.0
전국,2020,일반작물,밀,주산물가액,290239.0
전국,2020,일반작물,밀,부산물가액,1476.0
전국,2020,일반작물,밀,주산물수량,294.0
전국,2020,일반작물,밀,수취가격,987.0
전국,2020,일반작물,밀,생산비,365128.0
전국,2020,일반작물,밀,경영비,233227.0
전국,2020,일반작물,밀,중간재비,170729.0
전국,2020,일반작물,밀,보통(무기질)비료비,29215.0
전국,2020,일반작물,밀,부산물(유기질)비료비,10095.0
전국,2020,일반작물,밀,농약비,8048.0
전국,2020,일반작물,밀,수도광열비,11663.0
전국,2020,일반작물,밀,기타재료비,1916.0
전국,2020,일반작물,밀,소농구비,84.0
전국,2020,일반작물,밀,대농구상각비,65126.0
전국,2020,일반작물,밀,영농시설상각비,5991.0
전국,2020,일반작물,밀,수리·유지비,10883.0
전국,2020,일반작물,밀,기타비용,1793.0
전국,2020,일반작물,밀,농기계·시설임차료,1661.0
전국,2020,일반작물,밀,토지임차료,37876.0
전국,2020,일반작물,밀,위탁영농비,20028.0
전국,2020,일반작물,밀,고용노동비,2933.0
전국,2020,일반작물,밀,자가노동비,66636.0
전국,2020,일반작물,밀,유동자본용역비,2876.0
전국,2020,일반작물,밀,고정자본용역비,15072.0
전국,2020,일반작물,밀,토지자본용역비,47318.0
전국,2020,일반작물,밀,부가가치,120986.0
전국,2020,일반작물,밀,소득,58488.0
전국,2020,일반작물,밀,종자·종묘비,25915.0
전국,2020,일반작물,밀,총노동시간,3.6
전국,2020,일반작물,밀,자가노동시간,3.4
전국,2020,일반작물,밀,자가노동시간(남),3.1
전국,2020,일반작물,밀,자가노동시간(여),0.3
전국,2020,일반작물,밀,고용노동시간,0.2
전국,2020,일반작물,밀,고용노동시간(남),0.2
전국,2020,일반작물,밀,고용노동시간(여),0.0
전국,2020,일반작물,밀,소득률,20.0
전국,2020,일반작물,밀,순수익,-73413.0
전국,2020,일반작물,밀,순수익율,-25.2
전국,2020,일반작물,밀,부가가치율,41.5
전국,2020,일반작물,밀,토지생산성,195.0
전국,2020,일반작물,밀,노동생산성,16247.0
전국,2020,일반작물,밀,자본생산성,0.25
전국,2020,일반작물,밀,kg당 경영비,793.0
전국,2020,일반작물,밀,kg당 생산비,1242.0
전국,2020,일반작물,봄감자,총수입,2039543.0
전국,2020,일반작물,봄감자,주산물가액,2039543.0
전국,2020,일반작물,봄감자,부산물가액,0.0
전국,2020,일반작물,봄감자,주산물수량,2271.0
전국,2020,일반작물,봄감자,수취가격,898.0
전국,2020,일반작물,봄감자,생산비,1880492.0
전국,2020,일반작물,봄감자,경영비,1185492.0
전국,2020,일반작물,봄감자,중간재비,787992.0
전국,2020,일반작물,봄감자,보통(무기질)비료비,70848.0
전국,2020,일반작물,봄감자,부산물(유기질)비료비,130696.0
전국,2020,일반작물,봄감자,농약비,39934.0
전국,2020,일반작물,봄감자,수도광열비,27191.0
전국,2020,일반작물,봄감자,기타재료비,114341.0
전국,2020,일반작물,봄감자,소농구비,1752.0
전국,2020,일반작물,봄감자,대농구상각비,150011.0
전국,2020,일반작물,봄감자,영농시설상각비,34593.0
전국,2020,일반작물,봄감자,수리·유지비,13694.0
전국,2020,일반작물,봄감자,기타비용,2114.0
전국,2020,일반작물,봄감자,농기계·시설임차료,4880.0
전국,2020,일반작물,봄감자,토지임차료,78470.0
전국,2020,일반작물,봄감자,위탁영농비,12943.0
전국,2020,일반작물,봄감자,고용노동비,301206.0
전국,2020,일반작물,봄감자,자가노동비,580032.0
전국,2020,일반작물,봄감자,유동자본용역비,10716.0
전국,2020,일반작물,봄감자,고정자본용역비,36489.0
전국,2020,일반작물,봄감자,토지자본용역비,67763.0
전국,2020,일반작물,봄감자,부가가치,1251551.0
전국,2020,일반작물,봄감자,소득,854051.0
